GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000173404	20	20348765	20351590	1	1	716517	-0.22446	0.5888
ENSG00000188559	20	20370196	20693131	398	22	716517	-1.4969	0.93279
ENSG00000088930	20	21283942	21370463	186	18	716517	-0.46426	0.67877
ENSG00000125816	20	21376005	21378666	1	1	716517	-0.097159	0.5387
ENSG00000125820	20	21491648	21494664	6	2	716517	-0.85686	0.80424
ENSG00000125813	20	21686297	21696620	10	3	716517	0.55461	0.28958
ENSG00000125798	20	22561643	22566093	6	2	716517	-0.1636	0.56498
ENSG00000132671	20	23016057	23017314	5	1	716517	-0.10005	0.53985
ENSG00000178726	20	23026270	23030378	8	4	716517	-1.1001	0.86436
ENSG00000125810	20	23059986	23066977	13	5	716517	1.2664	0.10268
ENSG00000132661	20	23331373	23335414	14	5	716517	2.3465	0.009476
ENSG00000125812	20	23342787	23353700	32	7	716517	1.6912	0.045404
ENSG00000125814	20	23355159	23402125	175	14	716517	1.5118	0.065294
ENSG00000125823	20	23420322	23425567	20	7	716517	2.3451	0.0095104
ENSG00000125831	20	23431040	23433494	4	2	716517	1.6549	0.048971
ENSG00000125815	20	23471738	23476655	16	4	716517	1.7919	0.036576
ENSG00000101435	20	23545369	23549386	25	3	716517	0.073858	0.47056
ENSG00000173335	20	23583047	23586513	7	2	716517	-0.060138	0.52398
ENSG00000101439	20	23608534	23619110	35	3	716517	0.45953	0.32293
ENSG00000101441	20	23666277	23669677	16	5	716517	-0.21505	0.58514
ENSG00000170373	20	23728190	23731905	30	5	716517	-0.010767	0.5043
ENSG00000170369	20	23804406	23807368	19	5	716517	0.17053	0.4323
ENSG00000170367	20	23856572	23860387	17	3	716517	1.6533	0.049136
ENSG00000149435	20	23965690	23969416	17	6	716517	-0.82528	0.79539
ENSG00000101463	20	24449835	24647252	527	45	716517	0.34766	0.36405
ENSG00000077984	20	24929866	24940564	58	7	716517	-0.48986	0.68788
ENSG00000101474	20	24943561	24973615	98	10	716517	-0.47843	0.68383
ENSG00000154930	20	24986868	25039616	148	25	716517	-3.1279	0.99912
ENSG00000100987	20	25051521	25062996	37	4	716517	-1.3108	0.90503
ENSG00000197586	20	25176329	25207365	104	14	716517	-2.2891	0.98896
ENSG00000100994	20	25228705	25278650	180	12	716517	-1.3131	0.90543
ENSG00000100997	20	25275379	25371619	254	10	716517	-1.2982	0.90289
ENSG00000101003	20	25388363	25433264	125	12	716517	-1.3288	0.90805
ENSG00000101004	20	25433341	25566153	336	21	716517	-0.73524	0.7689
ENSG00000170191	20	25593571	25604811	32	6	716517	-0.42788	0.66563
ENSG00000130684	20	25654851	25677477	45	6	716517	-0.20881	0.5827
ENSG00000175170	20	25744102	25848861	125	12	716517	-0.67922	0.7515
ENSG00000149531	20	29611857	29634010	60	10	716517	-0.59138	0.72287
ENSG00000215547	20	29845467	29847435	5	2	716517	0.41214	0.34012
ENSG00000215545	20	29891015	29896388	11	3	716517	0.24873	0.40178
ENSG00000131068	20	29956421	29961726	7	3	716517	-0.031117	0.51241
ENSG00000180483	20	29964967	29978406	43	10	716517	0.55678	0.28884
ENSG00000204548	20	29992648	30000641	18	4	716517	-0.20134	0.57978
ENSG00000180424	20	30028322	30038060	28	5	716517	-0.66581	0.74723
ENSG00000180383	20	30053309	30064560	24	6	716517	0.2354	0.40695
ENSG00000088320	20	30063096	30072708	16	6	716517	0.87355	0.19118
ENSG00000101294	20	30102231	30157370	125	8	716517	1.2347	0.10847
ENSG00000125968	20	30193086	30194318	7	3	716517	1.4814	0.069245
ENSG00000131055	20	30225691	30232809	16	3	716517	0.80831	0.20946
ENSG00000171552	20	30252255	30311792	91	9	716517	0.29982	0.38216
ENSG00000088325	20	30327074	30389608	106	10	716517	0.47191	0.3185
ENSG00000101306	20	30407111	30422492	42	7	716517	1.0579	0.14506
ENSG00000179772	20	30432103	30433420	2	1	716517	-1.2732	0.89852
ENSG00000149599	20	30435440	30458550	57	17	716517	-0.71717	0.76336
ENSG00000131044	20	30458505	30532764	160	26	716517	-0.22334	0.58836
ENSG00000088356	20	30532758	30539895	6	2	716517	-1.6287	0.94832
ENSG00000260903	20	30555805	30591190	73	20	716517	-0.37293	0.6454
ENSG00000101331	20	30598245	30619984	44	10	716517	-1.004	0.8423
ENSG00000101336	20	30639991	30689659	96	13	716517	0.70366	0.24082
ENSG00000101337	20	30697309	30755061	131	10	716517	1.6681	0.047644
ENSG00000126003	20	30780306	30795594	11	3	716517	1.4996	0.066859
ENSG00000101346	20	30795683	30826470	37	7	716517	1.0098	0.15629
ENSG00000101350	20	30865467	30922814	89	9	716517	1.4904	0.068059
ENSG00000171456	20	30946155	31027122	119	9	716517	1.667	0.047754
ENSG00000197183	20	31030862	31172876	252	19	716517	1.9238	0.027188
ENSG00000149600	20	31290493	31331803	150	10	716517	0.29434	0.38425
ENSG00000088305	20	31350191	31397162	140	11	716517	1.0734	0.14154
ENSG00000101367	20	31407699	31438211	80	17	716517	-0.27895	0.60986
ENSG00000215529	20	31446729	31549006	344	31	716517	-0.30996	0.62171
ENSG00000167098	20	31571579	31592239	105	9	716517	0.69547	0.24338
ENSG00000078898	20	31595406	31611515	47	12	716517	0.67624	0.24944
ENSG00000167104	20	31619454	31631853	37	6	716517	0.23659	0.40649
ENSG00000186190	20	31643230	31661434	64	11	716517	-0.17729	0.57036
ENSG00000186191	20	31667450	31699557	135	15	716517	0.094561	0.46233
ENSG00000131050	20	31749574	31769218	32	4	716517	1.4086	0.079482
ENSG00000131059	20	31805116	31815564	12	6	716517	1.9903	0.023277
ENSG00000198183	20	31823801	31831115	23	3	716517	1.2745	0.10125
ENSG00000125999	20	31861286	31897684	87	13	716517	0.5005	0.30836
ENSG00000101391	20	31946645	31989367	58	11	716517	0.0069619	0.49722
ENSG00000101400	20	31995761	32031698	57	9	716517	0.50485	0.30683
ENSG00000078699	20	32077881	32237842	132	25	716517	-0.046041	0.51836
ENSG00000125967	20	32244893	32262269	15	5	716517	-0.0086467	0.50345
ENSG00000149609	20	32250090	32253425	1	1	716517	0.9211	0.1785
ENSG00000182584	20	32254304	32256331	3	1	716517	-0.61012	0.72911
ENSG00000101412	20	32263489	32274210	16	8	716517	0.52925	0.29831
ENSG00000101417	20	32294512	32308125	30	6	716517	0.097139	0.46131
ENSG00000131061	20	32319463	32380075	98	15	716517	0.24683	0.40252
ENSG00000101421	20	32399110	32442172	47	9	716517	0.16718	0.43361
ENSG00000125970	20	32581452	32696114	154	15	716517	1.7138	0.043287
ENSG00000125977	20	32676104	32700138	25	6	716517	1.4467	0.073991
ENSG00000101440	20	32782375	32857150	109	7	716517	1.3441	0.089451
ENSG00000101444	20	32868074	32899608	36	3	716517	1.6	0.054804
ENSG00000078747	20	32951041	33099198	207	12	716517	1.3001	0.096783
ENSG00000125971	20	33104214	33128762	26	6	716517	1.2189	0.11144
ENSG00000101460	20	33134658	33148149	23	5	716517	0.23927	0.40545
ENSG00000101464	20	33148346	33264910	164	14	716517	0.5703	0.28424
ENSG00000198646	20	33284722	33413452	206	16	716517	0.75195	0.22604
ENSG00000078804	20	33292094	33301243	11	4	716517	1.3149	0.09427
ENSG00000131067	20	33432523	33460663	53	8	716517	0.53476	0.29641
ENSG00000131069	20	33459949	33515769	100	7	716517	-0.97794	0.83595
ENSG00000100983	20	33516236	33543620	36	6	716517	-0.38019	0.6481
ENSG00000078814	20	33563206	33590240	75	10	716517	0.47117	0.31876
ENSG00000100991	20	33590207	33680674	262	12	716517	0.73581	0.23092
ENSG00000088298	20	33703167	33865928	384	25	716517	-0.66364	0.74654
ENSG00000101000	20	33759876	33765165	10	2	716517	-1.2561	0.89546
ENSG00000125966	20	33814457	33864801	93	13	716517	0.20593	0.41842
ENSG00000242372	20	33866714	33872788	19	2	716517	0.16863	0.43304
ENSG00000125998	20	33873534	33880204	9	2	716517	-0.3745	0.64598
ENSG00000101019	20	33890369	33999944	199	13	716517	-1.1034	0.86508
ENSG00000204183	20	34020827	34023248	6	2	716517	-0.51337	0.69615
ENSG00000125965	20	34021145	34042568	38	9	716517	-0.55543	0.7107
ENSG00000126001	20	34042985	34099804	99	7	716517	-0.1788	0.57095
ENSG00000125975	20	34111014	34117481	11	3	716517	-1.13	0.87076
ENSG00000125991	20	34129770	34145405	34	6	716517	-0.09446	0.53763
ENSG00000061656	20	34203814	34208971	7	4	716517	2.0975	0.017975
ENSG00000214078	20	34213953	34252878	102	10	716517	1.2357	0.10829
ENSG00000244462	20	34236847	34252878	41	7	716517	1.2504	0.10557
ENSG00000244005	20	34255977	34287281	73	10	716517	1.4294	0.076438
ENSG00000125995	20	34287194	34288906	4	2	716517	0.36076	0.35914
ENSG00000131051	20	34291531	34330234	116	8	716517	0.49645	0.30979
ENSG00000025293	20	34359896	34538303	466	16	716517	0.98131	0.16322
ENSG00000171222	20	34541539	34547394	16	4	716517	0.74174	0.22912
ENSG00000149646	20	34556512	34618622	91	9	716517	0.68288	0.24734
ENSG00000088367	20	34679426	34820721	148	17	716517	1.3491	0.088654
ENSG00000131043	20	34824381	34858840	45	16	716517	0.72251	0.23499
ENSG00000080845	20	34894258	35157040	275	36	716517	-1.1064	0.86573
ENSG00000101335	20	35169887	35178228	15	9	716517	0.62767	0.26511
ENSG00000118707	20	35201891	35222353	15	8	716517	0.2093	0.41711
ENSG00000101084	20	35234137	35240960	9	5	716517	0.60137	0.2738
ENSG00000101082	20	35240721	35274619	37	18	716517	0.60933	0.27115
ENSG00000101079	20	35280169	35374481	108	35	716517	-0.71484	0.76265
ENSG00000149636	20	35380194	35402221	19	12	716517	0.82614	0.20436
ENSG00000149639	20	35405845	35492089	126	25	716517	0.45939	0.32298
ENSG00000101342	20	35504524	35522638	49	13	716517	1.7186	0.042844
ENSG00000101347	20	35518632	35580246	125	17	716517	1.4854	0.068715
ENSG00000080839	20	35624752	35724398	144	22	716517	0.44804	0.32706
ENSG00000269846	20	35724188	35725581	1	1	716517	0.31917	0.3748
ENSG00000101353	20	35729629	35807991	206	18	716517	0.025681	0.48976
ENSG00000118705	20	35806813	35870022	205	13	716517	-0.14458	0.55748
ENSG00000118702	20	35879489	35890238	25	5	716517	0.40234	0.34372
ENSG00000101363	20	35918041	35945663	44	10	716517	0.046308	0.48153
ENSG00000197122	20	35973088	36034453	152	20	716517	-0.72948	0.76715
ENSG00000166619	20	36120874	36156333	52	7	716517	0.95113	0.17077
ENSG00000053438	20	36149617	36152092	1	1	716517	0.38856	0.3488
ENSG00000132792	20	36322408	36500531	320	22	716517	-1.2105	0.88696
ENSG00000132821	20	36531499	36573752	131	20	716517	0.48898	0.31243
ENSG00000101407	20	36611409	36661870	63	12	716517	-0.027624	0.51102
ENSG00000101413	20	36661948	36720768	110	9	716517	-0.43133	0.66688
ENSG00000198959	20	36756863	36794980	83	12	716517	0.22989	0.40909
ENSG00000149633	20	36838890	36889174	141	19	716517	0.062633	0.47503
ENSG00000101425	20	36888551	36965907	240	45	716517	-0.1724	0.56844
ENSG00000129988	20	36974759	37005665	138	19	716517	0.30391	0.3806
ENSG00000170471	20	37101459	37207504	179	18	716517	0.23107	0.40863
ENSG00000182035	20	37209838	37217106	9	4	716517	-0.16211	0.56439
ENSG00000124143	20	37230577	37279678	141	25	716517	0.81854	0.20652
ENSG00000101438	20	37353105	37358015	5	2	716517	-0.25915	0.60224
ENSG00000101442	20	37377085	37400834	108	12	716517	-0.27933	0.61
ENSG00000101445	20	37434348	37551667	316	43	716517	-0.34683	0.63564
ENSG00000101447	20	37554955	37581703	64	7	716517	0.41966	0.33737
ENSG00000101452	20	37590942	37668366	138	11	716517	-0.13524	0.55379
ENSG00000204103	20	39314488	39317880	2	1	716517	0.77763	0.21839
ENSG00000198900	20	39657458	39753127	157	26	716517	-1.673	0.95284
ENSG00000124181	20	39765600	39811629	69	19	716517	-1.3261	0.9076
ENSG00000174306	20	39807088	39946312	279	19	716517	-1.3736	0.91522
ENSG00000132793	20	39969560	39989222	57	13	716517	0.26353	0.39607
ENSG00000183798	20	39988606	39995467	22	6	716517	0.47742	0.31653
ENSG00000124177	20	40030741	40247133	552	27	716517	-0.23844	0.59423
ENSG00000196090	20	40701392	41818610	3652	230	716517	0.83359	0.20226
ENSG00000124193	20	42086568	42092245	12	5	716517	1.0519	0.14642
ENSG00000185513	20	42136320	42179590	127	17	716517	0.88624	0.18774
ENSG00000101049	20	42187608	42216877	85	20	716517	1.556	0.059853
ENSG00000101052	20	42219571	42275936	141	10	716517	1.5946	0.055399
ENSG00000101057	20	42295754	42345136	134	11	716517	1.64	0.050504
ENSG00000124196	20	42354804	42355638	1	1	716517	1.6941	0.04512
ENSG00000124191	20	42543504	42698256	417	57	716517	-0.28723	0.61303
ENSG00000149596	20	42740335	42816218	320	42	716517	-0.15702	0.56239
ENSG00000132823	20	42825136	42839431	49	8	716517	-0.85665	0.80418
ENSG00000124194	20	42875887	42909013	83	10	716517	-0.42671	0.6652
ENSG00000197296	20	42931478	42939809	15	5	716517	0.69202	0.24446
ENSG00000101074	20	42965626	42979875	59	5	716517	-0.34298	0.63419
ENSG00000101076	20	42984340	43061485	241	42	716517	-0.63448	0.73711
ENSG00000168746	20	43080624	43093984	22	7	716517	-0.76977	0.77928
ENSG00000124120	20	43104526	43123244	30	7	716517	1.3161	0.094071
ENSG00000132824	20	43124862	43150750	36	7	716517	2.0891	0.018349
ENSG00000168734	20	43160426	43252888	184	21	716517	1.0033	0.15785
ENSG00000196839	20	43248163	43280874	89	19	716517	1.1522	0.12461
ENSG00000064205	20	43343485	43357150	25	9	716517	1.4151	0.078526
ENSG00000124249	20	43374421	43379675	16	5	716517	1.1593	0.12317
ENSG00000101098	20	43380449	43438979	114	18	716517	-0.45053	0.67383
ENSG00000166913	20	43514317	43537173	46	6	716517	-0.658	0.74473
ENSG00000101104	20	43538703	43587676	101	17	716517	-0.71583	0.76295
ENSG00000025772	20	43570771	43589127	24	6	716517	0.43824	0.33061
ENSG00000101109	20	43595115	43708600	240	18	716517	0.24102	0.40477
ENSG00000124134	20	43720951	43729753	18	6	716517	0.28311	0.38855
ENSG00000175121	20	43738093	43743813	20	6	716517	-0.36455	0.64228
ENSG00000168703	20	43752066	43753106	4	2	716517	-0.16332	0.56487
ENSG00000124102	20	43803517	43805185	15	3	716517	-0.7195	0.76408
ENSG00000124233	20	43835638	43838413	7	2	716517	-0.42603	0.66496
ENSG00000124157	20	43849941	43853099	11	2	716517	-0.85241	0.80301
ENSG00000124107	20	43880880	43883205	10	3	716517	-0.12056	0.54798
ENSG00000124159	20	43922085	43937169	53	8	716517	0.35871	0.35991
ENSG00000124232	20	43935491	43945803	22	5	716517	0.88739	0.18743
ENSG00000124145	20	43953928	43977064	79	10	716517	-0.17894	0.57101
ENSG00000204070	20	43990577	44005438	33	4	716517	-0.6944	0.75628
ENSG00000124251	20	44002526	44036529	78	7	716517	-0.93319	0.82464
ENSG00000244274	20	44034697	44039250	6	2	716517	-0.52565	0.70044
ENSG00000124155	20	44044717	44054884	19	6	716517	-0.072509	0.5289
ENSG00000101443	20	44098346	44110172	44	8	716517	0.1873	0.42571
ENSG00000101446	20	44141101	44144264	8	3	716517	0.65081	0.25759
ENSG00000243543	20	44162835	44168134	12	5	716517	0.54514	0.29283
ENSG00000101448	20	44165625	44176391	13	6	716517	1.66	0.048461
ENSG00000158901	20	44179792	44207965	174	3	716517	1.4499	0.073543
ENSG00000180205	20	44236578	44259907	89	10	716517	0.48608	0.31346
ENSG00000180305	20	44258165	44259835	8	2	716517	0.66169	0.25408
ENSG00000180083	20	44277202	44298909	85	7	716517	0.69138	0.24466
ENSG00000182931	20	44313292	44333658	71	8	716517	0.62767	0.26511
ENSG00000168634	20	44330655	44337456	18	6	716517	-0.56706	0.71466
ENSG00000149651	20	44350990	44354469	22	2	716517	0.08015	0.46806
ENSG00000124116	20	44376583	44420571	209	13	716517	-0.13785	0.55482
ENSG00000101457	20	44420576	44440066	57	11	716517	-0.27953	0.61008
ENSG00000175063	20	44441215	44445596	12	5	716517	-0.46083	0.67754
ENSG00000101470	20	44451853	44462384	29	6	716517	-1.0179	0.84563
ENSG00000124104	20	44462449	44471914	29	8	716517	-1.5745	0.94231
ENSG00000101473	20	44470360	44486045	45	13	716517	-1.3674	0.91425
ENSG00000132801	20	44486256	44507761	80	8	716517	-0.81951	0.79375
ENSG00000168612	20	44509866	44513905	11	5	716517	0.2238	0.41146
ENSG00000149634	20	44515128	44516274	4	2	716517	-0.32189	0.62623
ENSG00000124257	20	44517264	44519926	5	2	716517	-0.40713	0.65804
ENSG00000064601	20	44518783	44527459	18	4	716517	-0.99391	0.83987
ENSG00000100979	20	44527399	44540794	34	12	716517	-0.11465	0.54564
ENSG00000100982	20	44563267	44576662	27	9	716517	0.096662	0.4615
ENSG00000198026	20	44577292	44600833	73	16	716517	0.061647	0.47542
ENSG00000100985	20	44637547	44645200	24	6	716517	-0.79987	0.78811
ENSG00000124140	20	44650356	44688784	136	19	716517	-0.30719	0.62065
ENSG00000124160	20	44689624	44718591	58	11	716517	-0.71446	0.76253
ENSG00000101017	20	44746911	44758502	31	11	716517	-1.1704	0.87907
ENSG00000149654	20	44802372	44937137	311	43	716517	0.15416	0.43874
ENSG00000080189	20	44978167	44993043	18	6	716517	0.75474	0.2252
ENSG00000062598	20	44994688	45061704	77	9	716517	0.81566	0.20735
ENSG00000198185	20	45129701	45142198	25	7	716517	-0.2296	0.5908
ENSG00000149635	20	45169585	45179213	31	10	716517	-0.35074	0.63711
ENSG00000158296	20	45186463	45304714	310	53	716517	0.87591	0.19054
ENSG00000172315	20	45313004	45318418	13	7	716517	-0.62177	0.73295
ENSG00000197496	20	45338126	45364965	65	9	716517	2.8085	0.0024885
ENSG00000064655	20	45523263	45817492	961	93	716517	1.6396	0.050539
ENSG00000101040	20	45837859	45985567	220	32	716517	0.55002	0.29115
ENSG00000124151	20	46130601	46285621	370	18	716517	-0.42137	0.66326
ENSG00000196562	20	46285092	46415360	551	79	716517	-0.26212	0.60338
ENSG00000124126	20	47240790	47444420	711	39	716517	0.18948	0.42486
ENSG00000124198	20	47538427	47653230	282	17	716517	2.7327	0.0031406
ENSG00000124207	20	47662849	47713489	124	12	716517	1.8498	0.032173
ENSG00000124214	20	47729878	47804904	166	18	716517	2.4439	0.0072648
ENSG00000124228	20	47835884	47860614	91	11	716517	2.6173	0.0044319
ENSG00000124201	20	47854483	47894963	145	12	716517	2.4325	0.0074968
ENSG00000158445	20	47980414	48099184	428	41	716517	-0.45735	0.67629
ENSG00000124212	20	48120411	48184683	117	31	716517	-1.5859	0.94361
ENSG00000158470	20	48249482	48330415	200	17	716517	-1.4506	0.92655
ENSG00000197818	20	48429250	48508779	258	18	716517	0.4282	0.33425
ENSG00000158480	20	48519928	48532080	41	8	716517	-0.51023	0.69505
ENSG00000124226	20	48552948	48570429	48	8	716517	-1.1278	0.87029
ENSG00000124216	20	48599536	48605423	28	3	716517	0.25678	0.39867
ENSG00000244687	20	48697661	48732496	71	9	716517	0.29148	0.38534
ENSG00000240849	20	48697663	48770335	128	15	716517	0.44972	0.32645
ENSG00000172216	20	48807376	48809212	2	1	716517	-0.46347	0.67849
ENSG00000196396	20	49126891	49201299	179	23	716517	-0.074943	0.52987
ENSG00000042062	20	49202645	49308065	358	43	716517	-1.4015	0.91946
ENSG00000124171	20	49348081	49373332	68	13	716517	-1.1785	0.88069
ENSG00000124243	20	49411431	49493714	294	30	716517	-0.39284	0.65278
ENSG00000101126	20	49505585	49547958	88	10	716517	-1.3893	0.91764
ENSG00000000419	20	49551404	49575092	28	6	716517	-1.4501	0.92649
ENSG00000124217	20	49575363	49577820	3	2	716517	-0.37114	0.64473
ENSG00000026559	20	49620193	49639666	51	9	716517	-0.57091	0.71597
ENSG00000101096	20	50003494	50179370	515	65	716517	0.16061	0.4362
ENSG00000054793	20	50213053	50385173	816	32	716517	0.36637	0.35704
ENSG00000101115	20	50400581	50419059	80	17	716517	-0.0049754	0.50198
ENSG00000020256	20	50668202	50820847	635	51	716517	0.76595	0.22185
ENSG00000182463	20	51588946	52111869	1511	169	716517	1.5757	0.057546
ENSG00000171940	20	52183604	52226446	91	23	716517	0.23655	0.4065
ENSG00000064787	20	52553316	52687304	629	45	716517	0.70067	0.24175
ENSG00000019186	20	52769988	52790512	106	20	716517	0.54812	0.2918
ENSG00000101132	20	52824386	52844591	63	12	716517	-0.097871	0.53898
ENSG00000101134	20	53092136	53267710	442	30	716517	0.37877	0.35243
ENSG00000054803	20	54572496	54580528	7	3	716517	-0.099926	0.5398
ENSG00000124089	20	54823788	54824871	2	1	716517	-1.3966	0.91874
ENSG00000124098	20	54933971	54943719	31	5	716517	0.65704	0.25558
ENSG00000087586	20	54944445	54967393	40	13	716517	-0.21743	0.58606
ENSG00000101138	20	54967427	54979518	29	8	716517	-1.2963	0.90257
ENSG00000087589	20	54987168	55034396	126	19	716517	-0.51007	0.695
ENSG00000022277	20	55043647	55093943	105	9	716517	0.56742	0.28521
ENSG00000124091	20	55066548	55100981	80	7	716517	0.65735	0.25548
ENSG00000124103	20	55092243	55101198	20	5	716517	0.31795	0.37526
ENSG00000213714	20	55108302	55111576	8	2	716517	1.6998	0.044585
ENSG00000087510	20	55204358	55214339	15	6	716517	-0.34854	0.63628
ENSG00000101144	20	55743804	55841685	357	26	716517	0.20601	0.41839
ENSG00000054796	20	55904815	55919050	41	4	716517	0.55132	0.29071
ENSG00000101146	20	55926066	55954267	105	8	716517	0.60458	0.27273
ENSG00000256222	20	55933496	55934878	8	1	716517	0.70891	0.23919
ENSG00000132819	20	55966463	55984389	53	12	716517	0.733	0.23178
ENSG00000124092	20	56071035	56100708	107	24	716517	0.28892	0.38632
ENSG00000124253	20	56136136	56141513	24	7	716517	-0.035906	0.51432
ENSG00000124256	20	56178902	56195632	42	12	716517	-0.76277	0.7772
ENSG00000124225	20	56223448	56286592	206	31	716517	-1.5136	0.93494
ENSG00000124237	20	56725960	56736206	15	4	716517	0.41061	0.34068
ENSG00000124227	20	56793551	56803709	23	6	716517	-1.4719	0.92947
ENSG00000124224	20	56806188	56884495	219	17	716517	-0.44995	0.67363
ENSG00000124209	20	56884752	56942563	184	21	716517	-0.80243	0.78885
ENSG00000124164	20	56964178	57026157	180	18	716517	-0.1249	0.5497
ENSG00000198768	20	57034157	57090187	153	30	716517	0.36237	0.35854
ENSG00000268941	20	57209828	57210772	5	2	716517	-0.61729	0.73148
ENSG00000124222	20	57226328	57254582	61	11	716517	-1.6413	0.94963
ENSG00000215440	20	57264187	57294294	125	17	716517	-1.3862	0.91715
ENSG00000087460	20	57414773	57486247	193	40	716517	-0.39026	0.65183
ENSG00000101158	20	57556263	57570188	34	5	716517	-1.2013	0.88517
ENSG00000101160	20	57570240	57582302	49	9	716517	-0.42195	0.66347
ENSG00000101162	20	57594309	57601709	14	5	716517	-0.85673	0.8042
ENSG00000124172	20	57600522	57607437	13	6	716517	-0.51974	0.69838
ENSG00000101166	20	57608200	57617964	15	6	716517	-1.3118	0.90521
ENSG00000124203	20	57766075	57834168	182	34	716517	0.28541	0.38766
ENSG00000124205	20	57875482	57901047	61	16	716517	0.60445	0.27277
ENSG00000087495	20	58152564	58422766	991	76	716517	0.11416	0.45456
ENSG00000196074	20	58438618	58508710	131	4	716517	0.7466	0.22765
ENSG00000196227	20	58508819	58523735	7	3	716517	0.57128	0.2839
ENSG00000132825	20	58511894	58515352	1	1	716517	-0.76579	0.7781
ENSG00000124215	20	58533471	58609066	193	28	716517	0.0317	0.48736
ENSG00000176659	20	58630980	58648008	40	7	716517	1.38	0.083796
ENSG00000179242	20	59827482	60515673	3096	246	716517	-1.6484	0.95037
ENSG00000130699	20	60528525	60640866	353	20	716517	1.2101	0.11312
ENSG00000149657	20	60697517	60710434	20	3	716517	0.070261	0.47199
ENSG00000101182	20	60711791	60718496	15	2	716517	0.22672	0.41032
ENSG00000184402	20	60718822	60757540	177	13	716517	0.29072	0.38563
ENSG00000101181	20	60758085	60778624	119	22	716517	0.12819	0.449
ENSG00000101180	20	60790026	60795323	8	5	716517	1.788	0.03689
ENSG00000130703	20	60813580	60871268	175	18	716517	0.24755	0.40224
ENSG00000130706	20	60877149	60883918	17	5	716517	0.49458	0.31045
ENSG00000130702	20	60883011	60942368	308	25	716517	-0.16258	0.56458
ENSG00000171858	20	60962172	60963576	5	2	716517	-1.9004	0.97131
ENSG00000149679	20	60963688	60982341	98	13	716517	-0.62298	0.73335
ENSG00000130701	20	60985293	61002589	60	14	716517	0.42018	0.33718
ENSG00000130700	20	61038553	61051026	45	9	716517	-0.1141	0.54542
ENSG00000174407	20	61147660	61167971	109	12	716517	-0.27097	0.60679
ENSG00000101187	20	61273797	61317137	147	31	716517	-1.0013	0.84167
ENSG00000101188	20	61340189	61394123	222	31	716517	-0.056247	0.52243
ENSG00000101189	20	61427805	61431945	18	7	716517	-0.34231	0.63394
ENSG00000060491	20	61436187	61445352	45	9	716517	-0.17453	0.56927
ENSG00000092758	20	61447596	61472511	127	25	716517	-0.1605	0.56376
ENSG00000101190	20	61472467	61493115	79	8	716517	-0.025511	0.51018
ENSG00000101191	20	61509090	61569304	195	26	716517	1.0194	0.154
ENSG00000101193	20	61569471	61576996	19	6	716517	0.044691	0.48218
ENSG00000101194	20	61584052	61599949	58	14	716517	-1.4723	0.92953
ENSG00000149658	20	61826781	61847586	51	7	716517	-0.75713	0.77551
ENSG00000101197	20	61867235	61871859	25	6	716517	-0.94029	0.82647
ENSG00000101198	20	61872136	61904046	208	31	716517	-0.22734	0.58992
ENSG00000101199	20	61904137	61921142	41	4	716517	0.91883	0.17909
ENSG00000101203	20	61924538	61966203	140	14	716517	0.33411	0.36915
ENSG00000101204	20	61975420	62009753	198	36	716517	-0.8809	0.81081
ENSG00000075043	20	62037542	62103993	273	27	716517	0.54994	0.29118
ENSG00000101210	20	62119366	62130505	53	14	716517	-0.40671	0.65789
ENSG00000125534	20	62152077	62153559	6	3	716517	1.1342	0.12836
ENSG00000101213	20	62159778	62168723	26	6	716517	0.67571	0.24961
ENSG00000125508	20	62172163	62178857	24	6	716517	0.52411	0.3001
ENSG00000125531	20	62184373	62188061	8	2	716517	-0.41024	0.65918
ENSG00000130589	20	62189439	62205592	69	13	716517	0.8365	0.20144
ENSG00000101216	20	62218955	62258394	169	17	716517	0.39872	0.34505
ENSG00000197457	20	62271061	62284780	47	9	716517	-0.14535	0.55778
ENSG00000258366	20	62289163	62328416	180	20	716517	-1.7193	0.95722
ENSG00000243509	20	62328021	62330037	12	3	716517	0.74527	0.22805
ENSG00000101246	20	62329996	62339377	15	2	716517	0.44988	0.3264
ENSG00000197114	20	62338817	62367494	88	8	716517	0.7724	0.21994
ENSG00000203896	20	62366815	62370456	10	3	716517	0.87287	0.19137
ENSG00000125520	20	62371214	62374858	11	3	716517	0.15945	0.43666
ENSG00000130584	20	62375019	62462597	426	21	716517	-0.92618	0.82282
ENSG00000183260	20	62492566	62494341	6	2	716517	-0.61485	0.73067
ENSG00000268858	20	62492879	62493217	1	1	716517	-0.73457	0.7687
ENSG00000101150	20	62496596	62522898	73	12	716517	0.34083	0.36662
ENSG00000101152	20	62526518	62567384	146	15	716517	1.3283	0.092035
ENSG00000198276	20	62571186	62587769	39	13	716517	0.951	0.1708
ENSG00000196700	20	62588055	62680113	216	19	716517	1.5316	0.062809
ENSG00000130590	20	62605466	62611361	18	3	716517	1.7743	0.03801
ENSG00000101161	20	62612488	62664453	110	11	716517	1.361	0.08675
ENSG00000203883	20	62679076	62680994	2	1	716517	-0.75833	0.77587
ENSG00000171703	20	62681189	62703700	70	16	716517	1.7942	0.036392
ENSG00000171700	20	62704534	62711323	14	6	716517	1.4049	0.080026
ENSG00000125510	20	62711526	62731996	39	9	716517	1.3272	0.092225
